Sentence,Tags
"The IMA has announced Strike, just note the date '17 June'. The ultimatum given by  #MamtaBanerjee is only of 4 hours,  I would like to inform that it will go beyond the time limit.  Be Ready.....  #DoctorsOnStrike  #DoctorsFightBack   👨‍⚕️👩‍⚕️⚕️ https://t.co/iDAUP7ULSD","[{""key"": ""The"", ""value"": ""en"", ""index"": 0}, {""key"": ""IMA"", ""value"": ""en"", ""index"": 1}, {""key"": ""has"", ""value"": ""en"", ""index"": 2}, {""key"": ""announced"", ""value"": ""en"", ""index"": 3}, {""key"": ""Strike"", ""value"": ""en"", ""index"": 4}, {""key"": "","", ""value"": ""en"", ""index"": 5}, {""key"": ""just"", ""value"": ""en"", ""index"": 6}, {""key"": ""note"", ""value"": ""en"", ""index"": 7}, {""key"": ""the"", ""value"": ""en"", ""index"": 8}, {""key"": ""date"", ""value"": ""en"", ""index"": 9}, {""key"": ""'"", ""value"": ""en"", ""index"": 10}, {""key"": ""17"", ""value"": ""en"", ""index"": 11}, {""key"": ""June"", ""value"": ""en"", ""index"": 12}, {""key"": ""'"", ""value"": ""en"", ""index"": 13}, {""key"": ""."", ""value"": ""en"", ""index"": 14}, {""key"": ""The"", ""value"": ""en"", ""index"": 15}, {""key"": ""ultimatum"", ""value"": ""en"", ""index"": 16}, {""key"": ""given"", ""value"": ""en"", ""index"": 17}, {""key"": ""by"", ""value"": ""en"", ""index"": 18}, {""key"": ""#"", ""value"": ""en"", ""index"": 19}, {""key"": ""MamtaBanerjee"", ""value"": ""en"", ""index"": 20}, {""key"": ""is"", ""value"": ""en"", ""index"": 21}, {""key"": ""only"", ""value"": ""en"", ""index"": 22}, {""key"": ""of"", ""value"": ""en"", ""index"": 23}, {""key"": ""4"", ""value"": ""en"", ""index"": 24}, {""key"": ""hours"", ""value"": ""en"", ""index"": 25}, {""key"": "","", ""value"": ""en"", ""index"": 26}, {""key"": ""I"", ""value"": ""en"", ""index"": 27}, {""key"": ""would"", ""value"": ""en"", ""index"": 28}, {""key"": ""like"", ""value"": ""en"", ""index"": 29}, {""key"": ""to"", ""value"": ""en"", ""index"": 30}, {""key"": ""inform"", ""value"": ""en"", ""index"": 31}, {""key"": ""that"", ""value"": ""en"", ""index"": 32}, {""key"": ""it"", ""value"": ""en"", ""index"": 33}, {""key"": ""will"", ""value"": ""en"", ""index"": 34}, {""key"": ""go"", ""value"": ""en"", ""index"": 35}, {""key"": ""beyond"", ""value"": ""en"", ""index"": 36}, {""key"": ""the"", ""value"": ""en"", ""index"": 37}, {""key"": ""time"", ""value"": ""en"", ""index"": 38}, {""key"": ""limit"", ""value"": ""en"", ""index"": 39}, {""key"": ""."", ""value"": ""en"", ""index"": 40}, {""key"": ""Be"", ""value"": ""en"", ""index"": 41}, {""key"": ""Ready"", ""value"": ""en"", ""index"": 42}, {""key"": ""."", ""value"": ""en"", ""index"": 43}, {""key"": ""."", ""value"": ""en"", ""index"": 44}, {""key"": ""."", ""value"": ""en"", ""index"": 45}, {""key"": ""."", ""value"": ""en"", ""index"": 46}, {""key"": ""."", ""value"": ""en"", ""index"": 47}, {""key"": ""#"", ""value"": ""en"", ""index"": 48}, {""key"": ""DoctorsOnStrike"", ""value"": ""en"", ""index"": 49}, {""key"": ""#"", ""value"": ""en"", ""index"": 50}, {""key"": ""DoctorsFightBack"", ""value"": ""en"", ""index"": 51}, {""key"": ""\ud83d\udc68\u200d\u2695\ufe0f\ud83d\udc69\u200d\u2695\ufe0f\u2695\ufe0f"", ""value"": ""en"", ""index"": 52}, {""key"": ""https"", ""value"": ""en"", ""index"": 53}, {""key"": ""://t.co/iDAUP7ULSD"", ""value"": ""en"", ""index"": 54}]"
"@Newsweek Uh.  No.  #FuckTrump  He thought he'd make it big, he had no intention of losing any money and if he has, it was because he exposed himself as the conman most of us knew he is. These two assholes are either conned or are conmen themselves.","[{""key"": ""@"", ""value"": ""en"", ""index"": 0}, {""key"": ""Newsweek"", ""value"": ""en"", ""index"": 1}, {""key"": ""Uh"", ""value"": ""en"", ""index"": 2}, {""key"": ""."", ""value"": ""en"", ""index"": 3}, {""key"": ""No"", ""value"": ""en"", ""index"": 4}, {""key"": ""."", ""value"": ""en"", ""index"": 5}, {""key"": ""#"", ""value"": ""en"", ""index"": 6}, {""key"": ""FuckTrump"", ""value"": ""en"", ""index"": 7}, {""key"": ""He"", ""value"": ""en"", ""index"": 8}, {""key"": ""thought"", ""value"": ""en"", ""index"": 9}, {""key"": ""he"", ""value"": ""en"", ""index"": 10}, {""key"": ""'"", ""value"": ""en"", ""index"": 11}, {""key"": ""d"", ""value"": ""en"", ""index"": 12}, {""key"": ""make"", ""value"": ""en"", ""index"": 13}, {""key"": ""it"", ""value"": ""en"", ""index"": 14}, {""key"": ""big"", ""value"": ""en"", ""index"": 15}, {""key"": "","", ""value"": ""en"", ""index"": 16}, {""key"": ""he"", ""value"": ""en"", ""index"": 17}, {""key"": ""had"", ""value"": ""en"", ""index"": 18}, {""key"": ""no"", ""value"": ""en"", ""index"": 19}, {""key"": ""intention"", ""value"": ""en"", ""index"": 20}, {""key"": ""of"", ""value"": ""en"", ""index"": 21}, {""key"": ""losing"", ""value"": ""en"", ""index"": 22}, {""key"": ""any"", ""value"": ""en"", ""index"": 23}, {""key"": ""money"", ""value"": ""en"", ""index"": 24}, {""key"": ""and"", ""value"": ""en"", ""index"": 25}, {""key"": ""if"", ""value"": ""en"", ""index"": 26}, {""key"": ""he"", ""value"": ""en"", ""index"": 27}, {""key"": ""has"", ""value"": ""en"", ""index"": 28}, {""key"": "","", ""value"": ""en"", ""index"": 29}, {""key"": ""it"", ""value"": ""en"", ""index"": 30}, {""key"": ""was"", ""value"": ""en"", ""index"": 31}, {""key"": ""because"", ""value"": ""en"", ""index"": 32}, {""key"": ""he"", ""value"": ""en"", ""index"": 33}, {""key"": ""exposed"", ""value"": ""en"", ""index"": 34}, {""key"": ""himself"", ""value"": ""en"", ""index"": 35}, {""key"": ""as"", ""value"": ""en"", ""index"": 36}, {""key"": ""the"", ""value"": ""en"", ""index"": 37}, {""key"": ""conman"", ""value"": ""en"", ""index"": 38}, {""key"": ""most"", ""value"": ""en"", ""index"": 39}, {""key"": ""of"", ""value"": ""en"", ""index"": 40}, {""key"": ""us"", ""value"": ""en"", ""index"": 41}, {""key"": ""knew"", ""value"": ""en"", ""index"": 42}, {""key"": ""he"", ""value"": ""en"", ""index"": 43}, {""key"": ""is"", ""value"": ""en"", ""index"": 44}, {""key"": ""."", ""value"": ""en"", ""index"": 45}, {""key"": ""These"", ""value"": ""en"", ""index"": 46}, {""key"": ""two"", ""value"": ""en"", ""index"": 47}, {""key"": ""assholes"", ""value"": ""en"", ""index"": 48}, {""key"": ""are"", ""value"": ""en"", ""index"": 49}, {""key"": ""either"", ""value"": ""en"", ""index"": 50}, {""key"": ""conned"", ""value"": ""en"", ""index"": 51}, {""key"": ""or"", ""value"": ""en"", ""index"": 52}, {""key"": ""are"", ""value"": ""en"", ""index"": 53}, {""key"": ""conmen"", ""value"": ""en"", ""index"": 54}, {""key"": ""themselves"", ""value"": ""en"", ""index"": 55}, {""key"": ""."", ""value"": ""en"", ""index"": 56}]"
"MSD on glove row: Will stick to ICC’s rules   https://t.co/naHXIfGEUh    Thank you @msdhoni for following the rules and keeping Cricket, exactly what it is, A Sport!    Desh Bhakti dikhaneke aur bhi tareeke hai     #CWC19 #DhoniKeepsTheGlove","[{""key"": ""MSD"", ""value"": ""en"", ""index"": 0}, {""key"": ""on"", ""value"": ""en"", ""index"": 1}, {""key"": ""glove"", ""value"": ""en"", ""index"": 2}, {""key"": ""row"", ""value"": ""en"", ""index"": 3}, {""key"": "":"", ""value"": ""en"", ""index"": 4}, {""key"": ""Will"", ""value"": ""en"", ""index"": 5}, {""key"": ""stick"", ""value"": ""en"", ""index"": 6}, {""key"": ""to"", ""value"": ""en"", ""index"": 7}, {""key"": ""ICC"", ""value"": ""en"", ""index"": 8}, {""key"": ""\u2019s"", ""value"": ""en"", ""index"": 9}, {""key"": ""rules"", ""value"": ""en"", ""index"": 10}, {""key"": ""https"", ""value"": ""en"", ""index"": 11}, {""key"": ""://t.co/naHXIfGEUh"", ""value"": ""en"", ""index"": 12}, {""key"": ""Thank"", ""value"": ""en"", ""index"": 13}, {""key"": ""you"", ""value"": ""en"", ""index"": 14}, {""key"": ""@"", ""value"": ""en"", ""index"": 15}, {""key"": ""msdhoni"", ""value"": ""en"", ""index"": 16}, {""key"": ""for"", ""value"": ""en"", ""index"": 17}, {""key"": ""following"", ""value"": ""en"", ""index"": 18}, {""key"": ""the"", ""value"": ""en"", ""index"": 19}, {""key"": ""rules"", ""value"": ""en"", ""index"": 20}, {""key"": ""and"", ""value"": ""en"", ""index"": 21}, {""key"": ""keeping"", ""value"": ""en"", ""index"": 22}, {""key"": ""Cricket"", ""value"": ""en"", ""index"": 23}, {""key"": "","", ""value"": ""en"", ""index"": 24}, {""key"": ""exactly"", ""value"": ""en"", ""index"": 25}, {""key"": ""what"", ""value"": ""en"", ""index"": 26}, {""key"": ""it"", ""value"": ""en"", ""index"": 27}, {""key"": ""is"", ""value"": ""en"", ""index"": 28}, {""key"": "","", ""value"": ""en"", ""index"": 29}, {""key"": ""A"", ""value"": ""en"", ""index"": 30}, {""key"": ""Sport"", ""value"": ""en"", ""index"": 31}, {""key"": ""!"", ""value"": ""en"", ""index"": 32}, {""key"": ""Desh"", ""value"": ""en"", ""index"": 33}, {""key"": ""Bhakti"", ""value"": ""en"", ""index"": 34}, {""key"": ""dikhaneke"", ""value"": ""en"", ""index"": 35}, {""key"": ""aur"", ""value"": ""en"", ""index"": 36}, {""key"": ""bhi"", ""value"": ""en"", ""index"": 37}, {""key"": ""tareeke"", ""value"": ""en"", ""index"": 38}, {""key"": ""hai"", ""value"": ""en"", ""index"": 39}, {""key"": ""#"", ""value"": ""en"", ""index"": 40}, {""key"": ""CWC19"", ""value"": ""en"", ""index"": 41}, {""key"": ""#"", ""value"": ""en"", ""index"": 42}, {""key"": ""DhoniKeepsTheGlove"", ""value"": ""en"", ""index"": 43}]"
"@moneycontrolcom People Think Rohit Steal the Show.  But they Don't know, What happen After That 😝😝😝 #DhoniKeepsTheGlove     #CWC2019 #CWC19 #WorldCup2019","[{""key"": ""@"", ""value"": ""en"", ""index"": 0}, {""key"": ""moneycontrolcom"", ""value"": ""en"", ""index"": 1}, {""key"": ""People"", ""value"": ""en"", ""index"": 2}, {""key"": ""Think"", ""value"": ""en"", ""index"": 3}, {""key"": ""Rohit"", ""value"": ""en"", ""index"": 4}, {""key"": ""Steal"", ""value"": ""en"", ""index"": 5}, {""key"": ""the"", ""value"": ""en"", ""index"": 6}, {""key"": ""Show"", ""value"": ""en"", ""index"": 7}, {""key"": ""."", ""value"": ""en"", ""index"": 8}, {""key"": ""But"", ""value"": ""en"", ""index"": 9}, {""key"": ""they"", ""value"": ""en"", ""index"": 10}, {""key"": ""Don"", ""value"": ""en"", ""index"": 11}, {""key"": ""'"", ""value"": ""en"", ""index"": 12}, {""key"": ""t"", ""value"": ""en"", ""index"": 13}, {""key"": ""know"", ""value"": ""en"", ""index"": 14}, {""key"": "","", ""value"": ""en"", ""index"": 15}, {""key"": ""What"", ""value"": ""en"", ""index"": 16}, {""key"": ""happen"", ""value"": ""en"", ""index"": 17}, {""key"": ""After"", ""value"": ""en"", ""index"": 18}, {""key"": ""That"", ""value"": ""en"", ""index"": 19}, {""key"": ""\ud83d\ude1d\ud83d\ude1d\ud83d\ude1d"", ""value"": ""en"", ""index"": 20}, {""key"": ""#"", ""value"": ""en"", ""index"": 21}, {""key"": ""DhoniKeepsTheGlove"", ""value"": ""en"", ""index"": 22}, {""key"": ""#"", ""value"": ""en"", ""index"": 23}, {""key"": ""CWC2019"", ""value"": ""en"", ""index"": 24}, {""key"": ""#"", ""value"": ""en"", ""index"": 25}, {""key"": ""CWC19"", ""value"": ""en"", ""index"": 26}, {""key"": ""#"", ""value"": ""en"", ""index"": 27}, {""key"": ""WorldCup2019"", ""value"": ""en"", ""index"": 28}]"
#DoctorsFightBack is trending at Number 1 on Twitter.    It took half a decade of writing posts as a blogger and pleading as a doctor on social media to finally see this one moment when the Twitterverse is supporting doctors protesting against violence. https://t.co/6QOwUAt77T,"[{""key"": ""#"", ""value"": ""en"", ""index"": 0}, {""key"": ""DoctorsFightBack"", ""value"": ""en"", ""index"": 1}, {""key"": ""is"", ""value"": ""en"", ""index"": 2}, {""key"": ""trending"", ""value"": ""en"", ""index"": 3}, {""key"": ""at"", ""value"": ""en"", ""index"": 4}, {""key"": ""Number"", ""value"": ""en"", ""index"": 5}, {""key"": ""1"", ""value"": ""en"", ""index"": 6}, {""key"": ""on"", ""value"": ""en"", ""index"": 7}, {""key"": ""Twitter"", ""value"": ""en"", ""index"": 8}, {""key"": ""."", ""value"": ""en"", ""index"": 9}, {""key"": ""It"", ""value"": ""en"", ""index"": 10}, {""key"": ""took"", ""value"": ""en"", ""index"": 11}, {""key"": ""half"", ""value"": ""en"", ""index"": 12}, {""key"": ""a"", ""value"": ""en"", ""index"": 13}, {""key"": ""decade"", ""value"": ""en"", ""index"": 14}, {""key"": ""of"", ""value"": ""en"", ""index"": 15}, {""key"": ""writing"", ""value"": ""en"", ""index"": 16}, {""key"": ""posts"", ""value"": ""en"", ""index"": 17}, {""key"": ""as"", ""value"": ""en"", ""index"": 18}, {""key"": ""a"", ""value"": ""en"", ""index"": 19}, {""key"": ""blogger"", ""value"": ""en"", ""index"": 20}, {""key"": ""and"", ""value"": ""en"", ""index"": 21}, {""key"": ""pleading"", ""value"": ""en"", ""index"": 22}, {""key"": ""as"", ""value"": ""en"", ""index"": 23}, {""key"": ""a"", ""value"": ""en"", ""index"": 24}, {""key"": ""doctor"", ""value"": ""en"", ""index"": 25}, {""key"": ""on"", ""value"": ""en"", ""index"": 26}, {""key"": ""social"", ""value"": ""en"", ""index"": 27}, {""key"": ""media"", ""value"": ""en"", ""index"": 28}, {""key"": ""to"", ""value"": ""en"", ""index"": 29}, {""key"": ""finally"", ""value"": ""en"", ""index"": 30}, {""key"": ""see"", ""value"": ""en"", ""index"": 31}, {""key"": ""this"", ""value"": ""en"", ""index"": 32}, {""key"": ""one"", ""value"": ""en"", ""index"": 33}, {""key"": ""moment"", ""value"": ""en"", ""index"": 34}, {""key"": ""when"", ""value"": ""en"", ""index"": 35}, {""key"": ""the"", ""value"": ""en"", ""index"": 36}, {""key"": ""Twitterverse"", ""value"": ""en"", ""index"": 37}, {""key"": ""is"", ""value"": ""en"", ""index"": 38}, {""key"": ""supporting"", ""value"": ""en"", ""index"": 39}, {""key"": ""doctors"", ""value"": ""en"", ""index"": 40}, {""key"": ""protesting"", ""value"": ""en"", ""index"": 41}, {""key"": ""against"", ""value"": ""en"", ""index"": 42}, {""key"": ""violence"", ""value"": ""en"", ""index"": 43}, {""key"": ""."", ""value"": ""en"", ""index"": 44}, {""key"": ""https"", ""value"": ""en"", ""index"": 45}, {""key"": ""://t.co/6QOwUAt77T"", ""value"": ""en"", ""index"": 46}]"
"#DoctorsStrike Chief Minister Mamata Banerjee extends olive branch to doctors, invites them to meet her on Saturday to end stir.  #SaveBengal #DoctorsFightBack   https://t.co/5vvMlfg6XM","[{""key"": ""#"", ""value"": ""en"", ""index"": 0}, {""key"": ""DoctorsStrike"", ""value"": ""en"", ""index"": 1}, {""key"": ""Chief"", ""value"": ""en"", ""index"": 2}, {""key"": ""Minister"", ""value"": ""en"", ""index"": 3}, {""key"": ""Mamata"", ""value"": ""en"", ""index"": 4}, {""key"": ""Banerjee"", ""value"": ""en"", ""index"": 5}, {""key"": ""extends"", ""value"": ""en"", ""index"": 6}, {""key"": ""olive"", ""value"": ""en"", ""index"": 7}, {""key"": ""branch"", ""value"": ""en"", ""index"": 8}, {""key"": ""to"", ""value"": ""en"", ""index"": 9}, {""key"": ""doctors"", ""value"": ""en"", ""index"": 10}, {""key"": "","", ""value"": ""en"", ""index"": 11}, {""key"": ""invites"", ""value"": ""en"", ""index"": 12}, {""key"": ""them"", ""value"": ""en"", ""index"": 13}, {""key"": ""to"", ""value"": ""en"", ""index"": 14}, {""key"": ""meet"", ""value"": ""en"", ""index"": 15}, {""key"": ""her"", ""value"": ""en"", ""index"": 16}, {""key"": ""on"", ""value"": ""en"", ""index"": 17}, {""key"": ""Saturday"", ""value"": ""en"", ""index"": 18}, {""key"": ""to"", ""value"": ""en"", ""index"": 19}, {""key"": ""end"", ""value"": ""en"", ""index"": 20}, {""key"": ""stir"", ""value"": ""en"", ""index"": 21}, {""key"": ""."", ""value"": ""en"", ""index"": 22}, {""key"": ""#"", ""value"": ""en"", ""index"": 23}, {""key"": ""SaveBengal"", ""value"": ""en"", ""index"": 24}, {""key"": ""#"", ""value"": ""en"", ""index"": 25}, {""key"": ""DoctorsFightBack"", ""value"": ""en"", ""index"": 26}, {""key"": ""https"", ""value"": ""en"", ""index"": 27}, {""key"": ""://t.co/5vvMlfg6XM"", ""value"": ""en"", ""index"": 28}]"
#FuckTrump  ANOTHER ONERY DEM..... https://t.co/vXVoZRATpX,"[{""key"": ""#"", ""value"": ""en"", ""index"": 0}, {""key"": ""FuckTrump"", ""value"": ""en"", ""index"": 1}, {""key"": ""ANOTHER"", ""value"": ""en"", ""index"": 2}, {""key"": ""ONERY"", ""value"": ""en"", ""index"": 3}, {""key"": ""DEM"", ""value"": ""en"", ""index"": 4}, {""key"": ""."", ""value"": ""en"", ""index"": 5}, {""key"": ""."", ""value"": ""en"", ""index"": 6}, {""key"": ""."", ""value"": ""en"", ""index"": 7}, {""key"": ""."", ""value"": ""en"", ""index"": 8}, {""key"": ""."", ""value"": ""en"", ""index"": 9}, {""key"": ""https"", ""value"": ""en"", ""index"": 10}, {""key"": ""://t.co/vXVoZRATpX"", ""value"": ""en"", ""index"": 11}]"
"MARD spokesperson Deepak Munde, 27, said the government needs to spend more on healthcare    https://t.co/9rySVcFEKS    #MumbaiNews #DoctorsProtest #Savethedoctors #DoctorsFightBack","[{""key"": ""MARD"", ""value"": ""en"", ""index"": 0}, {""key"": ""spokesperson"", ""value"": ""en"", ""index"": 1}, {""key"": ""Deepak"", ""value"": ""en"", ""index"": 2}, {""key"": ""Munde"", ""value"": ""en"", ""index"": 3}, {""key"": "","", ""value"": ""en"", ""index"": 4}, {""key"": ""27"", ""value"": ""en"", ""index"": 5}, {""key"": "","", ""value"": ""en"", ""index"": 6}, {""key"": ""said"", ""value"": ""en"", ""index"": 7}, {""key"": ""the"", ""value"": ""en"", ""index"": 8}, {""key"": ""government"", ""value"": ""en"", ""index"": 9}, {""key"": ""needs"", ""value"": ""en"", ""index"": 10}, {""key"": ""to"", ""value"": ""en"", ""index"": 11}, {""key"": ""spend"", ""value"": ""en"", ""index"": 12}, {""key"": ""more"", ""value"": ""en"", ""index"": 13}, {""key"": ""on"", ""value"": ""en"", ""index"": 14}, {""key"": ""healthcare"", ""value"": ""en"", ""index"": 15}, {""key"": ""https"", ""value"": ""en"", ""index"": 16}, {""key"": ""://t.co/9rySVcFEKS"", ""value"": ""en"", ""index"": 17}, {""key"": ""#"", ""value"": ""en"", ""index"": 18}, {""key"": ""MumbaiNews"", ""value"": ""en"", ""index"": 19}, {""key"": ""#"", ""value"": ""en"", ""index"": 20}, {""key"": ""DoctorsProtest"", ""value"": ""en"", ""index"": 21}, {""key"": ""#"", ""value"": ""en"", ""index"": 22}, {""key"": ""Savethedoctors"", ""value"": ""en"", ""index"": 23}, {""key"": ""#"", ""value"": ""en"", ""index"": 24}, {""key"": ""DoctorsFightBack"", ""value"": ""en"", ""index"": 25}]"
@msdhoni stand with u.. #DhoniKeepsTheGlove,"[{""key"": ""@"", ""value"": ""en"", ""index"": 0}, {""key"": ""msdhoni"", ""value"": ""en"", ""index"": 1}, {""key"": ""stand"", ""value"": ""en"", ""index"": 2}, {""key"": ""with"", ""value"": ""en"", ""index"": 3}, {""key"": ""u"", ""value"": ""en"", ""index"": 4}, {""key"": ""."", ""value"": ""en"", ""index"": 5}, {""key"": ""."", ""value"": ""en"", ""index"": 6}, {""key"": ""#"", ""value"": ""en"", ""index"": 7}, {""key"": ""DhoniKeepsTheGlove"", ""value"": ""en"", ""index"": 8}]"
India went to play the world cup not on war. It's better to follow the rule of ICC and stay away from controversy to be focused on game..!!    #BCCI #BalidanBadge #DhoniKeSaathDesh #DhoniKeepsTheGlove,"[{""key"": ""India"", ""value"": ""en"", ""index"": 0}, {""key"": ""went"", ""value"": ""en"", ""index"": 1}, {""key"": ""to"", ""value"": ""en"", ""index"": 2}, {""key"": ""play"", ""value"": ""en"", ""index"": 3}, {""key"": ""the"", ""value"": ""en"", ""index"": 4}, {""key"": ""world"", ""value"": ""en"", ""index"": 5}, {""key"": ""cup"", ""value"": ""en"", ""index"": 6}, {""key"": ""not"", ""value"": ""en"", ""index"": 7}, {""key"": ""on"", ""value"": ""en"", ""index"": 8}, {""key"": ""war"", ""value"": ""en"", ""index"": 9}, {""key"": ""."", ""value"": ""en"", ""index"": 10}, {""key"": ""It"", ""value"": ""en"", ""index"": 11}, {""key"": ""'"", ""value"": ""en"", ""index"": 12}, {""key"": ""s"", ""value"": ""en"", ""index"": 13}, {""key"": ""better"", ""value"": ""en"", ""index"": 14}, {""key"": ""to"", ""value"": ""en"", ""index"": 15}, {""key"": ""follow"", ""value"": ""en"", ""index"": 16}, {""key"": ""the"", ""value"": ""en"", ""index"": 17}, {""key"": ""rule"", ""value"": ""en"", ""index"": 18}, {""key"": ""of"", ""value"": ""en"", ""index"": 19}, {""key"": ""ICC"", ""value"": ""en"", ""index"": 20}, {""key"": ""and"", ""value"": ""en"", ""index"": 21}, {""key"": ""stay"", ""value"": ""en"", ""index"": 22}, {""key"": ""away"", ""value"": ""en"", ""index"": 23}, {""key"": ""from"", ""value"": ""en"", ""index"": 24}, {""key"": ""controversy"", ""value"": ""en"", ""index"": 25}, {""key"": ""to"", ""value"": ""en"", ""index"": 26}, {""key"": ""be"", ""value"": ""en"", ""index"": 27}, {""key"": ""focused"", ""value"": ""en"", ""index"": 28}, {""key"": ""on"", ""value"": ""en"", ""index"": 29}, {""key"": ""game"", ""value"": ""en"", ""index"": 30}, {""key"": ""."", ""value"": ""en"", ""index"": 31}, {""key"": ""."", ""value"": ""en"", ""index"": 32}, {""key"": ""!"", ""value"": ""en"", ""index"": 33}, {""key"": ""!"", ""value"": ""en"", ""index"": 34}, {""key"": ""#"", ""value"": ""en"", ""index"": 35}, {""key"": ""BCCI"", ""value"": ""en"", ""index"": 36}, {""key"": ""#"", ""value"": ""en"", ""index"": 37}, {""key"": ""BalidanBadge"", ""value"": ""en"", ""index"": 38}, {""key"": ""#"", ""value"": ""en"", ""index"": 39}, {""key"": ""DhoniKeSaathDesh"", ""value"": ""en"", ""index"": 40}, {""key"": ""#"", ""value"": ""en"", ""index"": 41}, {""key"": ""DhoniKeepsTheGlove"", ""value"": ""en"", ""index"": 42}]"
@ICC @MRFWorldwide This world cup 19 should be ban !! 😡😡 Rain rain rain motherfuckerr ICC   Shift this world to another country or ban this world cup 19 😡😡   #ShameOnICC 😡😡,"[{""key"": ""@"", ""value"": ""en"", ""index"": 0}, {""key"": ""ICC"", ""value"": ""en"", ""index"": 1}, {""key"": ""@"", ""value"": ""en"", ""index"": 2}, {""key"": ""MRFWorldwide"", ""value"": ""en"", ""index"": 3}, {""key"": ""This"", ""value"": ""en"", ""index"": 4}, {""key"": ""world"", ""value"": ""en"", ""index"": 5}, {""key"": ""cup"", ""value"": ""en"", ""index"": 6}, {""key"": ""19"", ""value"": ""en"", ""index"": 7}, {""key"": ""should"", ""value"": ""en"", ""index"": 8}, {""key"": ""be"", ""value"": ""en"", ""index"": 9}, {""key"": ""ban"", ""value"": ""en"", ""index"": 10}, {""key"": ""!"", ""value"": ""en"", ""index"": 11}, {""key"": ""!"", ""value"": ""en"", ""index"": 12}, {""key"": ""\ud83d\ude21\ud83d\ude21"", ""value"": ""en"", ""index"": 13}, {""key"": ""Rain"", ""value"": ""en"", ""index"": 14}, {""key"": ""rain"", ""value"": ""en"", ""index"": 15}, {""key"": ""rain"", ""value"": ""en"", ""index"": 16}, {""key"": ""motherfuckerr"", ""value"": ""en"", ""index"": 17}, {""key"": ""ICC"", ""value"": ""en"", ""index"": 18}, {""key"": ""Shift"", ""value"": ""en"", ""index"": 19}, {""key"": ""this"", ""value"": ""en"", ""index"": 20}, {""key"": ""world"", ""value"": ""en"", ""index"": 21}, {""key"": ""to"", ""value"": ""en"", ""index"": 22}, {""key"": ""another"", ""value"": ""en"", ""index"": 23}, {""key"": ""country"", ""value"": ""en"", ""index"": 24}, {""key"": ""or"", ""value"": ""en"", ""index"": 25}, {""key"": ""ban"", ""value"": ""en"", ""index"": 26}, {""key"": ""this"", ""value"": ""en"", ""index"": 27}, {""key"": ""world"", ""value"": ""en"", ""index"": 28}, {""key"": ""cup"", ""value"": ""en"", ""index"": 29}, {""key"": ""19"", ""value"": ""en"", ""index"": 30}, {""key"": ""\ud83d\ude21\ud83d\ude21"", ""value"": ""en"", ""index"": 31}, {""key"": ""#"", ""value"": ""en"", ""index"": 32}, {""key"": ""ShameOnICC"", ""value"": ""en"", ""index"": 33}, {""key"": ""\ud83d\ude21\ud83d\ude21"", ""value"": ""en"", ""index"": 34}]"
#Progressive Group Wants Dems to #Investigate Kavanaugh for #Perjury    #GangRapes #ChristineBlaseyFord #BrettKavanaugh #Rape #Rapist #BrettKavanaughRapist    https://t.co/ZBGkZDfElG,"[{""key"": ""#"", ""value"": ""en"", ""index"": 0}, {""key"": ""Progressive"", ""value"": ""en"", ""index"": 1}, {""key"": ""Group"", ""value"": ""en"", ""index"": 2}, {""key"": ""Wants"", ""value"": ""en"", ""index"": 3}, {""key"": ""Dems"", ""value"": ""en"", ""index"": 4}, {""key"": ""to"", ""value"": ""en"", ""index"": 5}, {""key"": ""#"", ""value"": ""en"", ""index"": 6}, {""key"": ""Investigate"", ""value"": ""en"", ""index"": 7}, {""key"": ""Kavanaugh"", ""value"": ""en"", ""index"": 8}, {""key"": ""for"", ""value"": ""en"", ""index"": 9}, {""key"": ""#"", ""value"": ""en"", ""index"": 10}, {""key"": ""Perjury"", ""value"": ""en"", ""index"": 11}, {""key"": ""#"", ""value"": ""en"", ""index"": 12}, {""key"": ""GangRapes"", ""value"": ""en"", ""index"": 13}, {""key"": ""#"", ""value"": ""en"", ""index"": 14}, {""key"": ""ChristineBlaseyFord"", ""value"": ""en"", ""index"": 15}, {""key"": ""#"", ""value"": ""en"", ""index"": 16}, {""key"": ""BrettKavanaugh"", ""value"": ""en"", ""index"": 17}, {""key"": ""#"", ""value"": ""en"", ""index"": 18}, {""key"": ""Rape"", ""value"": ""en"", ""index"": 19}, {""key"": ""#"", ""value"": ""en"", ""index"": 20}, {""key"": ""Rapist"", ""value"": ""en"", ""index"": 21}, {""key"": ""#"", ""value"": ""en"", ""index"": 22}, {""key"": ""BrettKavanaughRapist"", ""value"": ""en"", ""index"": 23}, {""key"": ""https"", ""value"": ""en"", ""index"": 24}, {""key"": ""://t.co/ZBGkZDfElG"", ""value"": ""en"", ""index"": 25}]"
