Sentence,Tags
असदुद्दीन ओवैसी (Asaduddin Owaisi) की ऑल इंडिया मजलिस ए इत्तेहादुल मुस्लिमीन (AIMIM) ने भी ताल ठोंकी है।,"[{'key': 'असदुद्दीन', 'value': 'hi', 'index': 0}, {'key': 'ओवैसी', 'value': 'hi', 'index': 1}, {'key': '(Asaduddin', 'value': 'en', 'index': 2}, {'key': 'Owaisi)', 'value': 'en', 'index': 3}, {'key': 'की', 'value': 'hi', 'index': 4}, {'key': 'ऑल', 'value': 'en', 'index': 5}, {'key': 'इंडिया', 'value': 'hi', 'index': 6}, {'key': 'मजलिस', 'value': 'hi', 'index': 7}, {'key': 'ए', 'value': 'hi', 'index': 8}, {'key': 'इत्तेहादुल', 'value': 'hi', 'index': 9}, {'key': 'मुस्लिमीन', 'value': 'hi', 'index': 10}, {'key': '(AIMIM)', 'value': 'en', 'index': 11}, {'key': 'ने', 'value': 'hi', 'index': 12}, {'key': 'भी', 'value': 'hi', 'index': 13}, {'key': 'ताल', 'value': 'hi', 'index': 14}, {'key': 'ठोंकी', 'value': 'hi', 'index': 15}, {'key': 'है।', 'value': 'hi', 'index': 16}]"
जयपुर स्मार्ट सिटी (Jaipur Smart City) ने बाजार में 70 दिन में स्मार्ट रोड बनाने का समय लिया है।,"[{'key': 'जयपुर', 'value': 'hi', 'index': 0}, {'key': 'स्मार्ट', 'value': 'en', 'index': 1}, {'key': 'सिटी', 'value': 'en', 'index': 2}, {'key': '(Jaipur', 'value': 'en', 'index': 3}, {'key': 'Smart', 'value': 'en', 'index': 4}, {'key': 'City)', 'value': 'en', 'index': 5}, {'key': 'ने', 'value': 'hi', 'index': 6}, {'key': 'बाजार', 'value': 'hi', 'index': 7}, {'key': 'में', 'value': 'hi', 'index': 8}, {'key': '70', 'value': 'un', 'index': 9}, {'key': 'दिन', 'value': 'hi', 'index': 10}, {'key': 'में', 'value': 'hi', 'index': 11}, {'key': 'स्मार्ट', 'value': 'en', 'index': 12}, {'key': 'रोड', 'value': 'hi', 'index': 13}, {'key': 'बनाने', 'value': 'hi', 'index': 14}, {'key': 'का', 'value': 'hi', 'index': 15}, {'key': 'समय', 'value': 'hi', 'index': 16}, {'key': 'लिया', 'value': 'hi', 'index': 17}, {'key': 'है।', 'value': 'hi', 'index': 18}]"
Kareena Kapoor's and Saif Ali Khan baby birth : बॉलीवुड एक्ट्रेस करीना कपूर खान बहुत जल्‍द ही अपने दूसरे बच्‍चे को जन्‍म देने वाली हैं।,"[{'key': 'Kareena', 'value': 'en', 'index': 0}, {'key': ""Kapoor's"", 'value': 'en', 'index': 1}, {'key': 'and', 'value': 'en', 'index': 2}, {'key': 'Saif', 'value': 'en', 'index': 3}, {'key': 'Ali', 'value': 'en', 'index': 4}, {'key': 'Khan', 'value': 'en', 'index': 5}, {'key': 'baby', 'value': 'en', 'index': 6}, {'key': 'birth', 'value': 'en', 'index': 7}, {'key': ':', 'value': 'un', 'index': 8}, {'key': 'बॉलीवुड', 'value': 'hi', 'index': 9}, {'key': 'एक्ट्रेस', 'value': 'en', 'index': 10}, {'key': 'करीना', 'value': 'hi', 'index': 11}, {'key': 'कपूर', 'value': 'hi', 'index': 12}, {'key': 'खान', 'value': 'hi', 'index': 13}, {'key': 'बहुत', 'value': 'hi', 'index': 14}, {'key': 'जल्\u200dद', 'value': 'hi', 'index': 15}, {'key': 'ही', 'value': 'hi', 'index': 16}, {'key': 'अपने', 'value': 'hi', 'index': 17}, {'key': 'दूसरे', 'value': 'hi', 'index': 18}, {'key': 'बच्\u200dचे', 'value': 'hi', 'index': 19}, {'key': 'को', 'value': 'hi', 'index': 20}, {'key': 'जन्\u200dम', 'value': 'hi', 'index': 21}, {'key': 'देने', 'value': 'hi', 'index': 22}, {'key': 'वाली', 'value': 'hi', 'index': 23}, {'key': 'हैं।', 'value': 'hi', 'index': 24}]"
दिल्ली के उपमुख्यमंत्री मनीष सिसोदिया (Manish Sisodia) ने निर्माण श्रमिकों का पंजीयन युद्ध स्तर पर कराने का अभियान तेज कर दिया है।,"[{'key': 'दिल्ली', 'value': 'hi', 'index': 0}, {'key': 'के', 'value': 'hi', 'index': 1}, {'key': 'उपमुख्यमंत्री', 'value': 'hi', 'index': 2}, {'key': 'मनीष', 'value': 'hi', 'index': 3}, {'key': 'सिसोदिया', 'value': 'hi', 'index': 4}, {'key': '(Manish', 'value': 'en', 'index': 5}, {'key': 'Sisodia)', 'value': 'en', 'index': 6}, {'key': 'ने', 'value': 'hi', 'index': 7}, {'key': 'निर्माण', 'value': 'hi', 'index': 8}, {'key': 'श्रमिकों', 'value': 'hi', 'index': 9}, {'key': 'का', 'value': 'hi', 'index': 10}, {'key': 'पंजीयन', 'value': 'hi', 'index': 11}, {'key': 'युद्ध', 'value': 'hi', 'index': 12}, {'key': 'स्तर', 'value': 'hi', 'index': 13}, {'key': 'पर', 'value': 'hi', 'index': 14}, {'key': 'कराने', 'value': 'hi', 'index': 15}, {'key': 'का', 'value': 'hi', 'index': 16}, {'key': 'अभियान', 'value': 'hi', 'index': 17}, {'key': 'तेज', 'value': 'hi', 'index': 18}, {'key': 'कर', 'value': 'hi', 'index': 19}, {'key': 'दिया', 'value': 'hi', 'index': 20}, {'key': 'है।', 'value': 'hi', 'index': 21}]"
Bareilly Smart City जब एक इंश्योरेंस एजेंसी कैशियर की कार सीता किरन होटल के पास खुदे गड्ढे में पलट गई।,"[{'key': 'Bareilly', 'value': 'en', 'index': 0}, {'key': 'Smart', 'value': 'en', 'index': 1}, {'key': 'City', 'value': 'en', 'index': 2}, {'key': 'जब', 'value': 'hi', 'index': 3}, {'key': 'एक', 'value': 'hi', 'index': 4}, {'key': 'इंश्योरेंस', 'value': 'en', 'index': 5}, {'key': 'एजेंसी', 'value': 'en', 'index': 6}, {'key': 'कैशियर', 'value': 'en', 'index': 7}, {'key': 'की', 'value': 'hi', 'index': 8}, {'key': 'कार', 'value': 'hi', 'index': 9}, {'key': 'सीता', 'value': 'hi', 'index': 10}, {'key': 'किरन', 'value': 'hi', 'index': 11}, {'key': 'होटल', 'value': 'hi', 'index': 12}, {'key': 'के', 'value': 'hi', 'index': 13}, {'key': 'पास', 'value': 'hi', 'index': 14}, {'key': 'खुदे', 'value': 'hi', 'index': 15}, {'key': 'गड्ढे', 'value': 'hi', 'index': 16}, {'key': 'में', 'value': 'hi', 'index': 17}, {'key': 'पलट', 'value': 'hi', 'index': 18}, {'key': 'गई।', 'value': 'hi', 'index': 19}]"
Crime News: छत्तीसगढ़ के भिलाई के पाटन थाना अंतर्गत ग्राम बठेना में एक हृदय विदारक घटना सामने आई है।,"[{'key': 'Crime', 'value': 'en', 'index': 0}, {'key': 'News', 'value': 'en', 'index': 1}, {'key': ':', 'value': 'un', 'index': 2}, {'key': 'छत्तीसगढ़', 'value': 'hi', 'index': 3}, {'key': 'के', 'value': 'hi', 'index': 4}, {'key': 'भिलाई', 'value': 'hi', 'index': 5}, {'key': 'के', 'value': 'hi', 'index': 6}, {'key': 'पाटन', 'value': 'hi', 'index': 7}, {'key': 'थाना', 'value': 'hi', 'index': 8}, {'key': 'अंतर्गत', 'value': 'hi', 'index': 9}, {'key': 'ग्राम', 'value': 'hi', 'index': 10}, {'key': 'बठेना', 'value': 'hi', 'index': 11}, {'key': 'में', 'value': 'hi', 'index': 12}, {'key': 'एक', 'value': 'hi', 'index': 13}, {'key': 'हृदय', 'value': 'hi', 'index': 14}, {'key': 'विदारक', 'value': 'hi', 'index': 15}, {'key': 'घटना', 'value': 'hi', 'index': 16}, {'key': 'सामने', 'value': 'hi', 'index': 17}, {'key': 'आई', 'value': 'hi', 'index': 18}, {'key': 'है।', 'value': 'hi', 'index': 19}]"
Maharashtra के सियासी ड्रामे और UP Police के अनोखे कारनामे से कैसे बनता है बात का बतंगड़?,"[{'key': 'Maharashtra', 'value': 'en', 'index': 0}, {'key': 'के', 'value': 'hi', 'index': 1}, {'key': 'सियासी', 'value': 'hi', 'index': 2}, {'key': 'ड्रामे', 'value': 'hi', 'index': 3}, {'key': 'और', 'value': 'hi', 'index': 4}, {'key': 'UP', 'value': 'en', 'index': 5}, {'key': 'Police', 'value': 'en', 'index': 6}, {'key': 'के', 'value': 'hi', 'index': 7}, {'key': 'अनोखे', 'value': 'hi', 'index': 8}, {'key': 'कारनामे', 'value': 'hi', 'index': 9}, {'key': 'से', 'value': 'hi', 'index': 10}, {'key': 'कैसे', 'value': 'hi', 'index': 11}, {'key': 'बनता', 'value': 'hi', 'index': 12}, {'key': 'है', 'value': 'hi', 'index': 13}, {'key': 'बात', 'value': 'hi', 'index': 14}, {'key': 'का', 'value': 'hi', 'index': 15}, {'key': 'बतंगड़?', 'value': 'hi', 'index': 16}]"
भारतीय बाजार में इसका मुकाबला न्यू जेनरेशन Mahindra Thar (महिंद्रा थार) और Force Gurkha (फोर्स गुरखा) जैसी एसयूवी से होगा।,"[{'key': 'भारतीय', 'value': 'hi', 'index': 0}, {'key': 'बाजार', 'value': 'hi', 'index': 1}, {'key': 'में', 'value': 'hi', 'index': 2}, {'key': 'इसका', 'value': 'hi', 'index': 3}, {'key': 'मुकाबला', 'value': 'hi', 'index': 4}, {'key': 'न्यू', 'value': 'hi', 'index': 5}, {'key': 'जेनरेशन', 'value': 'hi', 'index': 6}, {'key': 'Mahindra', 'value': 'en', 'index': 7}, {'key': 'Thar', 'value': 'en', 'index': 8}, {'key': '(महिंद्रा', 'value': 'hi', 'index': 9}, {'key': 'थार)', 'value': 'hi', 'index': 10}, {'key': 'और', 'value': 'hi', 'index': 11}, {'key': 'Force', 'value': 'en', 'index': 12}, {'key': 'Gurkha', 'value': 'en', 'index': 13}, {'key': '(फोर्स', 'value': 'hi', 'index': 14}, {'key': 'गुरखा)', 'value': 'hi', 'index': 15}, {'key': 'जैसी', 'value': 'hi', 'index': 16}, {'key': 'एसयूवी', 'value': 'hi', 'index': 17}, {'key': 'से', 'value': 'hi', 'index': 18}, {'key': 'होगा।', 'value': 'hi', 'index': 19}]"
"अक्टूबर 2000 में, टाउन्सविले शांति समझौते, द्वारा हस्ताक्षर किए गए थे Malaita ईगल बल के तत्वों, IFM, और सोलोमन द्वीप सरकार है।","[{'key': 'अक्टूबर', 'value': 'hi', 'index': 0}, {'key': '2000', 'value': 'un', 'index': 1}, {'key': 'में,', 'value': 'hi', 'index': 2}, {'key': 'टाउन्सविले', 'value': 'hi', 'index': 3}, {'key': 'शांति', 'value': 'hi', 'index': 4}, {'key': 'समझौते,', 'value': 'hi', 'index': 5}, {'key': 'द्वारा', 'value': 'hi', 'index': 6}, {'key': 'हस्ताक्षर', 'value': 'hi', 'index': 7}, {'key': 'किए', 'value': 'hi', 'index': 8}, {'key': 'गए', 'value': 'hi', 'index': 9}, {'key': 'थे', 'value': 'hi', 'index': 10}, {'key': 'Malaita', 'value': 'en', 'index': 11}, {'key': 'ईगल', 'value': 'hi', 'index': 12}, {'key': 'बल', 'value': 'hi', 'index': 13}, {'key': 'के', 'value': 'hi', 'index': 14}, {'key': 'तत्वों,', 'value': 'hi', 'index': 15}, {'key': 'IFM', 'value': 'hi', 'index': 16}, {'key': ',', 'value': 'un', 'index': 17}, {'key': 'और', 'value': 'hi', 'index': 18}, {'key': 'सोलोमन', 'value': 'hi', 'index': 19}, {'key': 'द्वीप', 'value': 'hi', 'index': 20}, {'key': 'सरकार', 'value': 'hi', 'index': 21}, {'key': 'है।', 'value': 'hi', 'index': 22}]"
Dhoni after RR Match: महेंद्र सिंह धोनी ने कहा कि पावरप्ले में ही राजस्थान रॉयल्स ने कमाल की बल्लेबाजी करके मैच अपने नाम कर लिया।,"[{'key': 'Dhoni', 'value': 'en', 'index': 0}, {'key': 'after', 'value': 'en', 'index': 1}, {'key': 'RR', 'value': 'en', 'index': 2}, {'key': 'Match', 'value': 'en', 'index': 3}, {'key': ':', 'value': 'un', 'index': 4}, {'key': 'महेंद्र', 'value': 'hi', 'index': 5}, {'key': 'सिंह', 'value': 'hi', 'index': 6}, {'key': 'धोनी', 'value': 'hi', 'index': 7}, {'key': 'ने', 'value': 'hi', 'index': 8}, {'key': 'कहा', 'value': 'hi', 'index': 9}, {'key': 'कि', 'value': 'hi', 'index': 10}, {'key': 'पावरप्ले', 'value': 'en', 'index': 11}, {'key': 'में', 'value': 'hi', 'index': 12}, {'key': 'ही', 'value': 'hi', 'index': 13}, {'key': 'राजस्थान', 'value': 'hi', 'index': 14}, {'key': 'रॉयल्स', 'value': 'hi', 'index': 15}, {'key': 'ने', 'value': 'hi', 'index': 16}, {'key': 'कमाल', 'value': 'hi', 'index': 17}, {'key': 'की', 'value': 'hi', 'index': 18}, {'key': 'बल्लेबाजी', 'value': 'hi', 'index': 19}, {'key': 'करके', 'value': 'hi', 'index': 20}, {'key': 'मैच', 'value': 'hi', 'index': 21}, {'key': 'अपने', 'value': 'hi', 'index': 22}, {'key': 'नाम', 'value': 'hi', 'index': 23}, {'key': 'कर', 'value': 'hi', 'index': 24}, {'key': 'लिया।', 'value': 'hi', 'index': 25}]"
