Sentence,Tags
Vi Kal 29 Tarik 100,"[{""key"": ""Vi"", ""value"": ""un"", ""index"": 0}, {""key"": ""Kal"", ""value"": ""hi"", ""index"": 1}, {""key"": ""29"", ""value"": ""un"", ""index"": 2}, {""key"": ""Tarik"", ""value"": ""hi"", ""index"": 3}, {""key"": ""100"", ""value"": ""un"", ""index"": 4}]"
Bhaijaan plz 1 reply,"[{""key"": ""Bhaijaan"", ""value"": ""hi"", ""index"": 0}, {""key"": ""plz"", ""value"": ""eng"", ""index"": 1}, {""key"": ""1"", ""value"": ""un"", ""index"": 2}, {""key"": ""reply"", ""value"": ""eng"", ""index"": 3}]"
"Aamir bhai suspense behind ur movie .. we are waiting , salman or shahrukh ko phir se maza chakha den","[{""key"": ""Aamir"", ""value"": ""un"", ""index"": 0}, {""key"": ""bhai"", ""value"": ""hi"", ""index"": 1}, {""key"": ""suspense"", ""value"": ""eng"", ""index"": 2}, {""key"": ""behind"", ""value"": ""eng"", ""index"": 3}, {""key"": ""ur"", ""value"": ""eng"", ""index"": 4}, {""key"": ""movie"", ""value"": ""eng"", ""index"": 5}, {""key"": "".."", ""value"": ""un"", ""index"": 6}, {""key"": ""we"", ""value"": ""eng"", ""index"": 7}, {""key"": ""are"", ""value"": ""eng"", ""index"": 8}, {""key"": ""waiting"", ""value"": ""eng"", ""index"": 9}, {""key"": "","", ""value"": ""un"", ""index"": 10}, {""key"": ""salman"", ""value"": ""un"", ""index"": 11}, {""key"": ""or"", ""value"": ""hi"", ""index"": 12}, {""key"": ""shahrukh"", ""value"": ""un"", ""index"": 13}, {""key"": ""ko"", ""value"": ""hi"", ""index"": 14}, {""key"": ""phir"", ""value"": ""hi"", ""index"": 15}, {""key"": ""se"", ""value"": ""hi"", ""index"": 16}, {""key"": ""maza"", ""value"": ""hi"", ""index"": 17}, {""key"": ""chakha"", ""value"": ""hi"", ""index"": 18}, {""key"": ""den"", ""value"": ""hi"", ""index"": 19}]"
@hinduwarrior15 If only you are register to it . But its terrible live stream there coz they show 5 or 10 mins late,"[{""key"": ""@hinduwarrior15"", ""value"": ""un"", ""index"": 0}, {""key"": ""If"", ""value"": ""eng"", ""index"": 1}, {""key"": ""only"", ""value"": ""eng"", ""index"": 2}, {""key"": ""you"", ""value"": ""eng"", ""index"": 3}, {""key"": ""are"", ""value"": ""eng"", ""index"": 4}, {""key"": ""register"", ""value"": ""eng"", ""index"": 5}, {""key"": ""to"", ""value"": ""eng"", ""index"": 6}, {""key"": ""it"", ""value"": ""eng"", ""index"": 7}, {""key"": ""."", ""value"": ""un"", ""index"": 8}, {""key"": ""But"", ""value"": ""eng"", ""index"": 9}, {""key"": ""its"", ""value"": ""eng"", ""index"": 10}, {""key"": ""terrible"", ""value"": ""eng"", ""index"": 11}, {""key"": ""live"", ""value"": ""eng"", ""index"": 12}, {""key"": ""stream"", ""value"": ""eng"", ""index"": 13}, {""key"": ""there"", ""value"": ""eng"", ""index"": 14}, {""key"": ""coz"", ""value"": ""eng"", ""index"": 15}, {""key"": ""they"", ""value"": ""eng"", ""index"": 16}, {""key"": ""show"", ""value"": ""eng"", ""index"": 17}, {""key"": ""5"", ""value"": ""un"", ""index"": 18}, {""key"": ""or"", ""value"": ""eng"", ""index"": 19}, {""key"": ""10"", ""value"": ""un"", ""index"": 20}, {""key"": ""mins"", ""value"": ""eng"", ""index"": 21}, {""key"": ""late"", ""value"": ""eng"", ""index"": 22}]"
virat is the best parson as well as cricketer in the world .. . and no one can be like virat kohli in the present era .. .. because he knows very well that how should handle a critical problem in the pressure situation .. .. and finally i wanna say that kohli is best .. .. .. Er Mohd Nadeem .. .. .,"[{""key"": ""virat"", ""value"": ""un"", ""index"": 0}, {""key"": ""is"", ""value"": ""eng"", ""index"": 1}, {""key"": ""the"", ""value"": ""eng"", ""index"": 2}, {""key"": ""best"", ""value"": ""eng"", ""index"": 3}, {""key"": ""parson"", ""value"": ""eng"", ""index"": 4}, {""key"": ""as"", ""value"": ""eng"", ""index"": 5}, {""key"": ""well"", ""value"": ""eng"", ""index"": 6}, {""key"": ""as"", ""value"": ""eng"", ""index"": 7}, {""key"": ""cricketer"", ""value"": ""eng"", ""index"": 8}, {""key"": ""in"", ""value"": ""eng"", ""index"": 9}, {""key"": ""the"", ""value"": ""eng"", ""index"": 10}, {""key"": ""world"", ""value"": ""eng"", ""index"": 11}, {""key"": "".."", ""value"": ""un"", ""index"": 12}, {""key"": ""."", ""value"": ""un"", ""index"": 13}, {""key"": ""and"", ""value"": ""eng"", ""index"": 14}, {""key"": ""no"", ""value"": ""eng"", ""index"": 15}, {""key"": ""one"", ""value"": ""eng"", ""index"": 16}, {""key"": ""can"", ""value"": ""eng"", ""index"": 17}, {""key"": ""be"", ""value"": ""eng"", ""index"": 18}, {""key"": ""like"", ""value"": ""eng"", ""index"": 19}, {""key"": ""virat"", ""value"": ""un"", ""index"": 20}, {""key"": ""kohli"", ""value"": ""un"", ""index"": 21}, {""key"": ""in"", ""value"": ""eng"", ""index"": 22}, {""key"": ""the"", ""value"": ""eng"", ""index"": 23}, {""key"": ""present"", ""value"": ""eng"", ""index"": 24}, {""key"": ""era"", ""value"": ""eng"", ""index"": 25}, {""key"": "".."", ""value"": ""un"", ""index"": 26}, {""key"": "".."", ""value"": ""un"", ""index"": 27}, {""key"": ""because"", ""value"": ""eng"", ""index"": 28}, {""key"": ""he"", ""value"": ""eng"", ""index"": 29}, {""key"": ""knows"", ""value"": ""eng"", ""index"": 30}, {""key"": ""very"", ""value"": ""eng"", ""index"": 31}, {""key"": ""well"", ""value"": ""eng"", ""index"": 32}, {""key"": ""that"", ""value"": ""eng"", ""index"": 33}, {""key"": ""how"", ""value"": ""eng"", ""index"": 34}, {""key"": ""should"", ""value"": ""eng"", ""index"": 35}, {""key"": ""handle"", ""value"": ""eng"", ""index"": 36}, {""key"": ""a"", ""value"": ""eng"", ""index"": 37}, {""key"": ""critical"", ""value"": ""eng"", ""index"": 38}, {""key"": ""problem"", ""value"": ""eng"", ""index"": 39}, {""key"": ""in"", ""value"": ""eng"", ""index"": 40}, {""key"": ""the"", ""value"": ""eng"", ""index"": 41}, {""key"": ""pressure"", ""value"": ""eng"", ""index"": 42}, {""key"": ""situation"", ""value"": ""eng"", ""index"": 43}, {""key"": "".."", ""value"": ""un"", ""index"": 44}, {""key"": "".."", ""value"": ""un"", ""index"": 45}, {""key"": ""and"", ""value"": ""eng"", ""index"": 46}, {""key"": ""finally"", ""value"": ""eng"", ""index"": 47}, {""key"": ""i"", ""value"": ""eng"", ""index"": 48}, {""key"": ""wanna"", ""value"": ""eng"", ""index"": 49}, {""key"": ""say"", ""value"": ""eng"", ""index"": 50}, {""key"": ""that"", ""value"": ""eng"", ""index"": 51}, {""key"": ""kohli"", ""value"": ""un"", ""index"": 52}, {""key"": ""is"", ""value"": ""eng"", ""index"": 53}, {""key"": ""best"", ""value"": ""eng"", ""index"": 54}, {""key"": "".."", ""value"": ""un"", ""index"": 55}, {""key"": "".."", ""value"": ""un"", ""index"": 56}, {""key"": "".."", ""value"": ""un"", ""index"": 57}, {""key"": ""Er"", ""value"": ""un"", ""index"": 58}, {""key"": ""Mohd"", ""value"": ""un"", ""index"": 59}, {""key"": ""Nadeem"", ""value"": ""un"", ""index"": 60}, {""key"": "".."", ""value"": ""un"", ""index"": 61}, {""key"": "".."", ""value"": ""un"", ""index"": 62}, {""key"": ""."", ""value"": ""un"", ""index"": 63}]"
More power to you @Shubhrastha Bash these pseudo seculars and commies even harder . They deserve no mercy . They are sick from the core .,"[{""key"": ""More"", ""value"": ""eng"", ""index"": 0}, {""key"": ""power"", ""value"": ""eng"", ""index"": 1}, {""key"": ""to"", ""value"": ""eng"", ""index"": 2}, {""key"": ""you"", ""value"": ""eng"", ""index"": 3}, {""key"": ""@Shubhrastha"", ""value"": ""un"", ""index"": 4}, {""key"": ""Bash"", ""value"": ""eng"", ""index"": 5}, {""key"": ""these"", ""value"": ""eng"", ""index"": 6}, {""key"": ""pseudo"", ""value"": ""eng"", ""index"": 7}, {""key"": ""seculars"", ""value"": ""eng"", ""index"": 8}, {""key"": ""and"", ""value"": ""eng"", ""index"": 9}, {""key"": ""commies"", ""value"": ""eng"", ""index"": 10}, {""key"": ""even"", ""value"": ""eng"", ""index"": 11}, {""key"": ""harder"", ""value"": ""eng"", ""index"": 12}, {""key"": ""."", ""value"": ""un"", ""index"": 13}, {""key"": ""They"", ""value"": ""eng"", ""index"": 14}, {""key"": ""deserve"", ""value"": ""eng"", ""index"": 15}, {""key"": ""no"", ""value"": ""eng"", ""index"": 16}, {""key"": ""mercy"", ""value"": ""eng"", ""index"": 17}, {""key"": ""."", ""value"": ""un"", ""index"": 18}, {""key"": ""They"", ""value"": ""eng"", ""index"": 19}, {""key"": ""are"", ""value"": ""eng"", ""index"": 20}, {""key"": ""sick"", ""value"": ""eng"", ""index"": 21}, {""key"": ""from"", ""value"": ""eng"", ""index"": 22}, {""key"": ""the"", ""value"": ""eng"", ""index"": 23}, {""key"": ""core"", ""value"": ""eng"", ""index"": 24}, {""key"": ""."", ""value"": ""un"", ""index"": 25}]"
Jag ghumaya thare jaisa naa koi .. . u r the best Virat luv u so much SULTAN of cricket .. .. always make us proud .. soon meet u cheeku in ranchi .. .. . : * : * : * : * : * luv uh,"[{""key"": ""Jag"", ""value"": ""hi"", ""index"": 0}, {""key"": ""ghumaya"", ""value"": ""hi"", ""index"": 1}, {""key"": ""thare"", ""value"": ""hi"", ""index"": 2}, {""key"": ""jaisa"", ""value"": ""hi"", ""index"": 3}, {""key"": ""naa"", ""value"": ""hi"", ""index"": 4}, {""key"": ""koi"", ""value"": ""hi"", ""index"": 5}, {""key"": "".."", ""value"": ""un"", ""index"": 6}, {""key"": ""."", ""value"": ""un"", ""index"": 7}, {""key"": ""u"", ""value"": ""eng"", ""index"": 8}, {""key"": ""r"", ""value"": ""eng"", ""index"": 9}, {""key"": ""the"", ""value"": ""eng"", ""index"": 10}, {""key"": ""best"", ""value"": ""eng"", ""index"": 11}, {""key"": ""Virat"", ""value"": ""un"", ""index"": 12}, {""key"": ""luv"", ""value"": ""eng"", ""index"": 13}, {""key"": ""u"", ""value"": ""eng"", ""index"": 14}, {""key"": ""so"", ""value"": ""eng"", ""index"": 15}, {""key"": ""much"", ""value"": ""eng"", ""index"": 16}, {""key"": ""SULTAN"", ""value"": ""hi"", ""index"": 17}, {""key"": ""of"", ""value"": ""eng"", ""index"": 18}, {""key"": ""cricket"", ""value"": ""eng"", ""index"": 19}, {""key"": "".."", ""value"": ""un"", ""index"": 20}, {""key"": "".."", ""value"": ""un"", ""index"": 21}, {""key"": ""always"", ""value"": ""eng"", ""index"": 22}, {""key"": ""make"", ""value"": ""eng"", ""index"": 23}, {""key"": ""us"", ""value"": ""eng"", ""index"": 24}, {""key"": ""proud"", ""value"": ""eng"", ""index"": 25}, {""key"": "".."", ""value"": ""un"", ""index"": 26}, {""key"": ""soon"", ""value"": ""eng"", ""index"": 27}, {""key"": ""meet"", ""value"": ""eng"", ""index"": 28}, {""key"": ""u"", ""value"": ""eng"", ""index"": 29}, {""key"": ""cheeku"", ""value"": ""un"", ""index"": 30}, {""key"": ""in"", ""value"": ""eng"", ""index"": 31}, {""key"": ""ranchi"", ""value"": ""un"", ""index"": 32}, {""key"": "".."", ""value"": ""un"", ""index"": 33}, {""key"": "".."", ""value"": ""un"", ""index"": 34}, {""key"": ""."", ""value"": ""un"", ""index"": 35}, {""key"": "":"", ""value"": ""un"", ""index"": 36}, {""key"": ""*"", ""value"": ""un"", ""index"": 37}, {""key"": "":"", ""value"": ""un"", ""index"": 38}, {""key"": ""*"", ""value"": ""un"", ""index"": 39}, {""key"": "":"", ""value"": ""un"", ""index"": 40}, {""key"": ""*"", ""value"": ""un"", ""index"": 41}, {""key"": "":"", ""value"": ""un"", ""index"": 42}, {""key"": ""*"", ""value"": ""un"", ""index"": 43}, {""key"": "":"", ""value"": ""un"", ""index"": 44}, {""key"": ""*"", ""value"": ""un"", ""index"": 45}, {""key"": ""luv"", ""value"": ""eng"", ""index"": 46}, {""key"": ""uh"", ""value"": ""eng"", ""index"": 47}]"
Dhoni will play back 2019 to bring world cup our country,"[{""key"": ""Dhoni"", ""value"": ""un"", ""index"": 0}, {""key"": ""will"", ""value"": ""eng"", ""index"": 1}, {""key"": ""play"", ""value"": ""eng"", ""index"": 2}, {""key"": ""back"", ""value"": ""eng"", ""index"": 3}, {""key"": ""2019"", ""value"": ""un"", ""index"": 4}, {""key"": ""to"", ""value"": ""eng"", ""index"": 5}, {""key"": ""bring"", ""value"": ""eng"", ""index"": 6}, {""key"": ""world"", ""value"": ""eng"", ""index"": 7}, {""key"": ""cup"", ""value"": ""eng"", ""index"": 8}, {""key"": ""our"", ""value"": ""eng"", ""index"": 9}, {""key"": ""country"", ""value"": ""eng"", ""index"": 10}]"
Yr life is amazingallthough . Admit u have towork v hard spend hours,"[{""key"": ""Yr"", ""value"": ""eng"", ""index"": 0}, {""key"": ""life"", ""value"": ""eng"", ""index"": 1}, {""key"": ""is"", ""value"": ""eng"", ""index"": 2}, {""key"": ""amazingallthough"", ""value"": ""eng"", ""index"": 3}, {""key"": ""."", ""value"": ""un"", ""index"": 4}, {""key"": ""Admit"", ""value"": ""eng"", ""index"": 5}, {""key"": ""u"", ""value"": ""eng"", ""index"": 6}, {""key"": ""have"", ""value"": ""eng"", ""index"": 7}, {""key"": ""towork"", ""value"": ""eng"", ""index"": 8}, {""key"": ""v"", ""value"": ""eng"", ""index"": 9}, {""key"": ""hard"", ""value"": ""eng"", ""index"": 10}, {""key"": ""spend"", ""value"": ""eng"", ""index"": 11}, {""key"": ""hours"", ""value"": ""eng"", ""index"": 12}]"
@myogiadityanath @Manekagandhibjp @noida_authority please release their funds so these animals can get the food and medical care due to them,"[{""key"": ""@myogiadityanath"", ""value"": ""un"", ""index"": 0}, {""key"": ""@Manekagandhibjp"", ""value"": ""un"", ""index"": 1}, {""key"": ""@noida_authority"", ""value"": ""un"", ""index"": 2}, {""key"": ""please"", ""value"": ""eng"", ""index"": 3}, {""key"": ""release"", ""value"": ""eng"", ""index"": 4}, {""key"": ""their"", ""value"": ""eng"", ""index"": 5}, {""key"": ""funds"", ""value"": ""eng"", ""index"": 6}, {""key"": ""so"", ""value"": ""eng"", ""index"": 7}, {""key"": ""these"", ""value"": ""eng"", ""index"": 8}, {""key"": ""animals"", ""value"": ""eng"", ""index"": 9}, {""key"": ""can"", ""value"": ""eng"", ""index"": 10}, {""key"": ""get"", ""value"": ""eng"", ""index"": 11}, {""key"": ""the"", ""value"": ""eng"", ""index"": 12}, {""key"": ""food"", ""value"": ""eng"", ""index"": 13}, {""key"": ""and"", ""value"": ""eng"", ""index"": 14}, {""key"": ""medical"", ""value"": ""eng"", ""index"": 15}, {""key"": ""care"", ""value"": ""eng"", ""index"": 16}, {""key"": ""due"", ""value"": ""eng"", ""index"": 17}, {""key"": ""to"", ""value"": ""eng"", ""index"": 18}, {""key"": ""them"", ""value"": ""eng"", ""index"": 19}]"
Love you Bhaijan I 'm super jabar biggest fan love You,"[{""key"": ""Love"", ""value"": ""eng"", ""index"": 0}, {""key"": ""you"", ""value"": ""eng"", ""index"": 1}, {""key"": ""Bhaijan"", ""value"": ""un"", ""index"": 2}, {""key"": ""I"", ""value"": ""eng"", ""index"": 3}, {""key"": ""'m"", ""value"": ""eng"", ""index"": 4}, {""key"": ""super"", ""value"": ""eng"", ""index"": 5}, {""key"": ""jabar"", ""value"": ""hi"", ""index"": 6}, {""key"": ""biggest"", ""value"": ""eng"", ""index"": 7}, {""key"": ""fan"", ""value"": ""eng"", ""index"": 8}, {""key"": ""love"", ""value"": ""eng"", ""index"": 9}, {""key"": ""You"", ""value"": ""eng"", ""index"": 10}]"
@amitomsharma @meerasanyal No worries . I understand :),"[{""key"": ""@amitomsharma"", ""value"": ""un"", ""index"": 0}, {""key"": ""@meerasanyal"", ""value"": ""un"", ""index"": 1}, {""key"": ""No"", ""value"": ""eng"", ""index"": 2}, {""key"": ""worries"", ""value"": ""eng"", ""index"": 3}, {""key"": ""."", ""value"": ""un"", ""index"": 4}, {""key"": ""I"", ""value"": ""eng"", ""index"": 5}, {""key"": ""understand"", ""value"": ""eng"", ""index"": 6}, {""key"": "":)"", ""value"": ""un"", ""index"": 7}]"
